Anno Accertamento;Mese Accertamento;Giorno Accertamento;Tipologia Verbale;Tipo Sanzione;Via 1;Numero Civico;Via 2;Descrizione Sanzione;Descrizione Paragrafo;Descrizione Capitolo;Descrizione Prontuario;Numero Verbali
2017;09;28;POLIZIA MUNICIPALE;Amministrativa;Via Tripoli;0;Via Boston;ART. 19 C. 2 SANZIONI AMMINISTRATIVE REGOLAMENTO PUBBLICHE AFFISSIONI;SANZIONI AMMINISTRATIVE;AFFISSIONE ABUSIVA;REGOLAMENTO PUBBLICHE AFFISSIONI;1
2017;09;28;POLIZIA MUNICIPALE;Amministrativa;Via V. Monti;21;(Altri);ART. 724 POLIZIA DEI COSTUMI CODICE PENALE;POLIZIA DEI COSTUMI;CAPO II ? POL. AMM. SOCIALE;CODICE PENALE;1
2017;09;28;POLIZIA MUNICIPALE;Amministrativa;Via Verolengo;195;(Altri);ART. 3 C. 1 IN REL ART. 11 C. 2 ESERCITA ATTIV. DI ESTET SENZA REQUISITI REG. 324/07 DISCP. ACCONC.ED ESTETICA;ESERCITA ATTIV. DI ESTET SENZA REQUISITI;DISCIPLINA DELLE ATTIV. ACCON E ESTET.;REG. 324/07 DISCP. ACCONC.ED ESTETICA;1
2017;09;28;POLIZIA MUNICIPALE;Amministrativa;Viale L. Bistolfi;12;(Altri);ARTT. 4 C. 1?28 C. 4 AUTORIZZAZIONE REGOLAMENTO C.I.M.P. 2010;AUTORIZZAZIONE;DISPOSIZIONI GENERALI;REGOLAMENTO C.I.M.P. 2010;1
2017;09;28;POLIZIA MUNICIPALE;Tributaria;Giardino Terenzio Magliano;0;(Altri);ART. 69 C. 1 TULPS IN REL ART. 666 C. 1 AUTORIZZAZIONE T.U.L.P.S.;AUTORIZZAZIONE;TRATTENIMENTO ? PUBBLICO SPETTACOLO;T.U.L.P.S.;1
2017;09;28;POLIZIA MUNICIPALE;Tributaria;Giardino Terenzio Magliano;34;(Altri);ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;09;28;POLIZIA MUNICIPALE;Tributaria;Via Cesare Balbo;15;(Altri);ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;09;29;POLIZIA MUNICIPALE;Amministrativa;(Altri);0;(Altri);ARTT. 33?49 MODALITA' DI ACCESSO REGOLAMENTO AREE MERCATALI;MODALITA' DI ACCESSO;MODALITA' ORGANIZZATIVE;REG. DISC. DEL COMMERCIO SU AREA PUBBLICA;1
2017;09;29;POLIZIA MUNICIPALE;Amministrativa;Corso Casale;196;(Altri);ARTT. 10 C. 4?47 CONTENITORI PER LA RACCOLTA REGOLAMENTO GESTIONE RIFIUTI URBANI;CONTENITORI PER LA RACCOLTA;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI;2
2017;09;29;POLIZIA MUNICIPALE;Amministrativa;Corso Sebastopoli;154;(Altri);ART. 18 SANZIONI ED INDENNITA' DI MORA REGOLAMENTO C.O.S.A.P.;SANZIONI ED INDENNITA' DI MORA;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;2
2017;09;29;POLIZIA MUNICIPALE;Amministrativa;Corso Sebastopoli;154;(Altri);ARTT. 12 C. 6?49 SOSTITUZIONE TITOLARE REGOLAMENTO AREE MERCATALI;SOSTITUZIONE TITOLARE;PROCEDURE AUTORIZZATORIE;REG. DISC. DEL COMMERCIO SU AREA PUBBLICA;1
2017;09;29;POLIZIA MUNICIPALE;Amministrativa;Corso Sebastopoli;166;(Altri);ART. 18 SANZIONI ED INDENNITA' DI MORA REGOLAMENTO C.O.S.A.P.;SANZIONI ED INDENNITA' DI MORA;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;2
2017;09;29;POLIZIA MUNICIPALE;Amministrativa;Via Belfiore;4;(Altri);ART. 6 BIS OTTEMPERANZA REGOLAMENTO POLIZIA URBANA;OTTEMPERANZA;DISPOSIZIONI GENERALI;REGOLAMENTO POLIZIA URBANA;1
2017;09;29;POLIZIA MUNICIPALE;Amministrativa;Via Bobbio;21;(Altri);ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO;4
2017;09;29;POLIZIA MUNICIPALE;Amministrativa;Via D. Di Nanni;99;(Altri);ART. 3 C. 2?TER?11 C. 4 ESERCITA ATTIV. DI ESTET SENZA REQUISITI REG. 324/07 DISCP. ACCONC.ED ESTETICA;ESERCITA ATTIV. DI ESTET SENZA REQUISITI;DISCIPLINA DELLE ATTIV. ACCON E ESTET.;REG. 324/07 DISCP. ACCONC.ED ESTETICA;2
2017;09;29;POLIZIA MUNICIPALE;Amministrativa;Via G.L. Passalacqua;3;(Altri);ARTT. 34?68 INTERVENTI URGENTI REGOLAMENTO EDILIZIO;INTERVENTI URGENTI;ESECUZIONE DELLE OPERE;REGOLAMENTO EDILIZIO;2
2017;09;29;POLIZIA MUNICIPALE;Amministrativa;Via S.Ambrogio;3;(Altri);ART. 17 C. 5?21 C. 2 ORARIO DI APERTURA ATTIVITA' PRODUTTIVE ? L.R. 38/2006;ORARIO DI APERTURA;ESERCIZI DI SOMMINISTRAZIONE;ATTIVITA' PRODUTTIVE ? L.R. 38/2006;1
2017;09;29;POLIZIA MUNICIPALE;Amministrativa;Via S.Ambrogio;3;(Altri);ART. 21 C. 2 C. 4 AUTORIZZAZIONE ATTIVITA' PRODUTTIVE ? L.R. 38/2006;AUTORIZZAZIONE;FUNZIONI AUTORIZZ. COMUNALI;ATTIVITA' PRODUTTIVE ? L.R. 38/2006;1
2017;09;29;POLIZIA MUNICIPALE;Amministrativa;Via V. Bellini;5;(Altri);ART. 13 C. 2 NON CONFORME REGOLAMENTO OCCUPAZIONE SUOLO CON DEHORS;NON CONFORME;OCCUPAZIONE NO SEDIME STRADALE;REGOLAMENTO OCCUPAZIONE SUOLO CON DEHORS;1
2017;09;29;POLIZIA MUNICIPALE;Tributaria;Via V. Bellini;5;(Altri);ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;09;30;POLIZIA MUNICIPALE;Amministrativa;Corso F. Ferrucci;94;(Altri);ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO;1
2017;09;30;POLIZIA MUNICIPALE;Amministrativa;Corso Racconigi;33;(Altri);ART. 252 BIS C. 1 VENDITA ? ESPOSIZIONE ? LAVORAZIONE REGOLAMENTO D'IGIENE;VENDITA ? ESPOSIZIONE ? LAVORAZIONE;PRODOTTI ALIMENTARI;REGOLAMENTO D'IGIENE;1
2017;09;30;POLIZIA MUNICIPALE;Amministrativa;Corso Svizzera;0;Via Balme;ARTT. 28 C. 15/16?29 C. 2 SALVAGUARDIA ZONE ARTISTICHE E STORICHE ATTIVITA' PRODUTTIVE?D.L.vo 114/98;SALVAGUARDIA ZONE ARTISTICHE E STORICHE;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE?D.L.vo 114/98;1
2017;09;30;POLIZIA MUNICIPALE;Amministrativa;Corso Vittorio Emanuele Ii;0;Corso Massimo D'azeglio;ART. 669 MESTIERI GIROVAGHI E ACCATTONAGGIO CODICE PENALE;MESTIERI GIROVAGHI E ACCATTONAGGIO;ORDINE PUBBLICO;CODICE PENALE;1
2017;09;30;POLIZIA MUNICIPALE;Amministrativa;Lungo Dora Agrigento;0;(Altri);ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO;2
2017;09;30;POLIZIA MUNICIPALE;Amministrativa;Via C. Berthollet;23;(Altri);ART. 29 RISERVE DI PARCHEGGIO REGOLAMENTO C.O.S.A.P.;RISERVE DI PARCHEGGIO;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;09;30;POLIZIA MUNICIPALE;Amministrativa;Via G. Reiss Romoli;67;(Altri);ART. 7 C. 1 LETT. E COMPORTAMENTI VIETATI REGOLAMENTO POLIZIA URBANA;COMPORTAMENTI VIETATI;SICUREZZA AMBIENTALE E IGIENE;REGOLAMENTO POLIZIA URBANA;1
2017;09;30;POLIZIA MUNICIPALE;Amministrativa;Via Giotto;25;(Altri);ARTT. 23 C. 1?47 RIFIUTI INGOMBRANTI REGOLAMENTO GESTIONE RIFIUTI URBANI;RIFIUTI INGOMBRANTI;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI;2
2017;09;30;POLIZIA MUNICIPALE;Amministrativa;Via Giuseppe Garibaldi;23;(Altri);ART. 24 C. 6 ATTIVITA' ARTISTICHE DI STRADA REGOLAMENTO POLIZIA URBANA;ATTIVITA' ARTISTICHE DI STRADA;DISP. PART. PER MANIFESTAZIONI VARIE;REGOLAMENTO POLIZIA URBANA;1
2017;09;30;POLIZIA MUNICIPALE;Amministrativa;Via Valentino Carrera;114;(Altri);ART. 252 BIS C. 9 VENDITA ? ESPOSIZIONE ? LAVORAZIONE REGOLAMENTO D'IGIENE;VENDITA ? ESPOSIZIONE ? LAVORAZIONE;PRODOTTI ALIMENTARI;REGOLAMENTO D'IGIENE;1
2017;09;30;POLIZIA MUNICIPALE;Tributaria;Via Principi D'acaja;61;(Altri);ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;10;01;POLIZIA MUNICIPALE;Amministrativa;Corso G. Marconi;28;(Altri);ARTT. 9 C. 1?47 CONFERIMENTI REGOLAMENTO GESTIONE RIFIUTI URBANI;CONFERIMENTI;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI;1
2017;10;01;POLIZIA MUNICIPALE;Amministrativa;Largo Iv Marzo;17;(Altri);ART. 13 C. 2 NON CONFORME REGOLAMENTO OCCUPAZIONE SUOLO CON DEHORS;NON CONFORME;OCCUPAZIONE NO SEDIME STRADALE;REGOLAMENTO OCCUPAZIONE SUOLO CON DEHORS;1
2017;10;01;POLIZIA MUNICIPALE;Tributaria;Largo Iv Marzo;9;(Altri);ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;3
2017;10;01;POLIZIA MUNICIPALE;Tributaria;Largo Iv Marzo;11;(Altri);ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;2
2017;10;01;POLIZIA MUNICIPALE;Tributaria;Via Torquato Tasso;9;(Altri);ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;10;01;POLIZIA MUNICIPALE;Tributaria;Via Torquato Tasso;11;(Altri);ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;10;01;POLIZIA MUNICIPALE;Tributaria;Via Torquato Tasso;13;(Altri);ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;2
2017;10;02;A.S.L.;Amministrativa;Via Pio Vii;130;(Altri);INOSSERVANZA ORDINANZA DISPOSIZIONI DEL SINDACO UFFICIO VERIFICHE S.I.E.U.;DISPOSIZIONI DEL SINDACO;LIMITI E DIVIETI;UFFICIO VERIFICHE S.I.E.U.;1
2017;10;02;POLIZIA MUNICIPALE;Amministrativa;Corso Regina Margherita;0;Corso A. Tassoni;ART. 669 MESTIERI GIROVAGHI E ACCATTONAGGIO CODICE PENALE;MESTIERI GIROVAGHI E ACCATTONAGGIO;ORDINE PUBBLICO;CODICE PENALE;1
2017;10;02;POLIZIA MUNICIPALE;Amministrativa;Corso Unione Sovietica;0;(Altri);ARTT. 38?49 DIVIETI REGOLAMENTO AREE MERCATALI;DIVIETI;MODALITA' ORGANIZZATIVE;REG. DISC. DEL COMMERCIO SU AREA PUBBLICA;1
2017;10;02;POLIZIA MUNICIPALE;Amministrativa;Corso Vercelli;5;(Altri);ART. 21 SANZIONI ATTIVITA' PRODUTTIVE ? L.R. 38/2006;SANZIONI;ESERCIZI DI SOMMINISTRAZIONE;ATTIVITA' PRODUTTIVE ? L.R. 38/2006;1
2017;10;02;POLIZIA MUNICIPALE;Amministrativa;Corso Vercelli;5;(Altri);ART. 44 BIS C. 4 GENERICO REGOLAMENTO POLIZIA URBANA;GENERICO;TUTELA DELLA CONVIVENZA CIVILE;REGOLAMENTO POLIZIA URBANA;1
2017;10;02;POLIZIA MUNICIPALE;Amministrativa;Piazza Castello;9;(Altri);ART. 28 C. 3 NORME DI SERVIZIO REGOLAMENTO TAXI;NORME DI SERVIZIO;REG.SERV.PUBBLICO PIAZZA CON AUTOVETTURA;REGOLAMENTO TAXI;1
2017;10;02;POLIZIA MUNICIPALE;Amministrativa;Via Borgo Dora;0;(Altri);ARTT. 34 C. 2?47 MANIFESTAZIONI PUBBLICHE REGOLAMENTO GESTIONE RIFIUTI URBANI;MANIFESTAZIONI PUBBLICHE;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI;1
2017;10;02;POLIZIA MUNICIPALE;Amministrativa;Via Guido Reni;133;(Altri);ART. 2 C. 1?3?9 PUNTO 1 ART. 3 D.M. 182/2000 ATTIVITA' PRODUTTIVE?PESI E MISURE;ART. 3 D.M. 182/2000;VERIFICAZIONE PERIODICA;ATTIVITA' PRODUTTIVE?PESI E MISURE;1
2017;10;02;POLIZIA MUNICIPALE;Amministrativa;Via Michele Berrino;6;(Altri);ARTT. 10?11 ORARIO ESERCIZIO REGOLAMENTO ACCONCIATORE ED ESTETISTA;ORARIO ESERCIZIO;OBBLIGO ESPOSIZIONE;REGOLAMENTO ACCONCIATORE ED ESTETISTA;1
2017;10;02;POLIZIA MUNICIPALE;Amministrativa;Via Spotorno;54;(Altri);ARTT. 32 C. 2?47 VOLANTINAGGIO REGOLAMENTO GESTIONE RIFIUTI URBANI;VOLANTINAGGIO;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI;2
2017;10;02;POLIZIA MUNICIPALE;Tributaria;Piazza G. Chironi;8;(Altri);ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;10;02;POLIZIA MUNICIPALE;Tributaria;Via S.Quintino;33;(Altri);ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;10;02;POLIZIA MUNICIPALE;Tributaria;Via S.Quintino;45;(Altri);ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Corso Emilia;27;(Altri);ART. 3 C. 2 IN REL ART. 11 C. 4 REGOLAMENTO COMUNALE 324 ATTIVITA' ACCONCIATORE;REGOLAMENTO COMUNALE 324;ASSENZA RESPONSABILE TECNICO;ATTIVITA' ACCONCIATORE;1
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Corso Emilia;27;(Altri);ART. 3 C. 2BIS?11 C. 4 REGOLAMENTO COMUNALE 324 ATTIVITA' ACCONCIATORE;REGOLAMENTO COMUNALE 324;ASSENZA RESPONSABILE TECNICO;ATTIVITA' ACCONCIATORE;1
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Corso Emilia;27;(Altri);ART. 7 C. 8 C. 9 C. 10 C. 11 C. 4 NORME IGIENICHE ATTIVITA' ACCONCIATORE;NORME IGIENICHE;IDONEITA' IGIENICO SANITARIA;ATTIVITA' ACCONCIATORE;1
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Corso F. Brunelleschi;2;(Altri);ARTT. 39 C. 5?49 OBBLIGHI REGOLAMENTO AREE MERCATALI;OBBLIGHI;MODALITA' ORGANIZZATIVE;REG. DISC. DEL COMMERCIO SU AREA PUBBLICA;1
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Corso F. Brunelleschi;4;(Altri);ARTT. 39 C. 5?49 OBBLIGHI REGOLAMENTO AREE MERCATALI;OBBLIGHI;MODALITA' ORGANIZZATIVE;REG. DISC. DEL COMMERCIO SU AREA PUBBLICA;1
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Corso F. Brunelleschi;18;(Altri);ART. 252 BIS C. 1 VENDITA ? ESPOSIZIONE ? LAVORAZIONE REGOLAMENTO D'IGIENE;VENDITA ? ESPOSIZIONE ? LAVORAZIONE;PRODOTTI ALIMENTARI;REGOLAMENTO D'IGIENE;1
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Corso F. Brunelleschi;26;(Altri);ART. 252 BIS C. 11 VENDITA ? ESPOSIZIONE ? LAVORAZIONE REGOLAMENTO D'IGIENE;VENDITA ? ESPOSIZIONE ? LAVORAZIONE;PRODOTTI ALIMENTARI;REGOLAMENTO D'IGIENE;1
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Corso F. Brunelleschi;28;(Altri);ART. 252 BIS C. 1 VENDITA ? ESPOSIZIONE ? LAVORAZIONE REGOLAMENTO D'IGIENE;VENDITA ? ESPOSIZIONE ? LAVORAZIONE;PRODOTTI ALIMENTARI;REGOLAMENTO D'IGIENE;1
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Corso F. Ferrucci;0;Via P.C. Boggio;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO;1
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Corso Giulio Cesare;40;(Altri);ART. 46 C. 3 ABITAZIONI PRIVATE REGOLAMENTO POLIZIA URBANA;ABITAZIONI PRIVATE;TUTELA QUIETE PUBBLICA E PRIVATA;REGOLAMENTO POLIZIA URBANA;1
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Corso Monte Cucco;44;(Altri);ART. 2 LETT. C OMESSA ATTIVAZIONE DELLA BOLLA REGOLAMENTO MANOMISSIONE SUOLO PUBBLICO;OMESSA ATTIVAZIONE DELLA BOLLA;LAVORI REGOLARMENTE AUTORIZZATI;REGOLAMENTO MANOMISSIONE SUOLO PUBBLICO;1
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Corso Potenza;0;(Altri);ART. 7 C. 1 RIPRISTINO NON CONFORME REGOLAMENTO MANOMISSIONE SUOLO PUBBLICO;RIPRISTINO NON CONFORME;LAVORI REGOLARMENTE AUTORIZZATI;REGOLAMENTO MANOMISSIONE SUOLO PUBBLICO;1
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Corso Racconigi;55;(Altri);ART. 12 C. 3 OCCUPAZIONE POSTEGGIO REGOLAMENTO AREE MERCATALI;OCCUPAZIONE POSTEGGIO;REGOLAMENTAZIONE POSTEGGI;REG. DISC. DEL COMMERCIO SU AREA PUBBLICA;1
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Corso Regina Margherita;147;(Altri);ART. 13 D. L.VO 517/92 ATTIVITA' PRODUTTIVE?PESI E MISURE;D. L.VO 517/92;VERIFICAZIONE PERIODICA;ATTIVITA' PRODUTTIVE?PESI E MISURE;1
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Corso Regina Margherita;147;(Altri);ARTT. 7 C. 2 ? 5 C. 1 LETT. A L. 584/75 DIVIETO DI FUMARE IN DETERMINATI LOCALI TUTELA AMBIENTE;DIVIETO DI FUMARE IN DETERMINATI LOCALI;SALUTE PUBBLICA;TUTELA AMBIENTE;1
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Corso Sebastopoli;0;(Altri);ART. 2 E DM. 21/12/1984 ART 4 STRUMENTI DI PESATURA LEGGE 05/08/1981 Nø 441;STRUMENTI DI PESATURA;VENDITA MERCI;ATTIVITA' PRODUTTIVE?L.441/81;1
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Corso Sebastopoli;145;(Altri);ART. 12 C. 3 OCCUPAZIONE POSTEGGIO REGOLAMENTO AREE MERCATALI;OCCUPAZIONE POSTEGGIO;REGOLAMENTAZIONE POSTEGGI;REG. DISC. DEL COMMERCIO SU AREA PUBBLICA;1
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Corso Sebastopoli;154;(Altri);ART. 18 SANZIONI ED INDENNITA' DI MORA REGOLAMENTO C.O.S.A.P.;SANZIONI ED INDENNITA' DI MORA;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;2
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Corso Sebastopoli;182;(Altri);ART. 2 E DM. 21/12/1984 ART 4 STRUMENTI DI PESATURA LEGGE 05/08/1981 Nø 441;STRUMENTI DI PESATURA;VENDITA MERCI;ATTIVITA' PRODUTTIVE?L.441/81;1
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Corso Vercelli;5;(Altri);ART. 18 C. 3 IN REL ART. 21 C. 2 PUBBLICITA' DEI PREZZI ATTIVITA' PRODUTTIVE ? L.R. 38/2006;PUBBLICITA' DEI PREZZI;ESERCIZI DI SOMMINISTRAZIONE;ATTIVITA' PRODUTTIVE ? L.R. 38/2006;1
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Corso Vercelli;5;(Altri);ART. 21 C. 1 REQUISITI MORALI ATTIVITA' PRODUTTIVE ? L.R. 38/2006;REQUISITI MORALI;FUNZIONI AUTORIZZ. COMUNALI;ATTIVITA' PRODUTTIVE ? L.R. 38/2006;1
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Corso Vercelli;5;(Altri);ART. 21 C. 2 C. 4 AUTORIZZAZIONE ATTIVITA' PRODUTTIVE ? L.R. 38/2006;AUTORIZZAZIONE;FUNZIONI AUTORIZZ. COMUNALI;ATTIVITA' PRODUTTIVE ? L.R. 38/2006;1
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Corso Vercelli;5;(Altri);ART. 6 C. 5 ALL. 2 REG. CEE Nø 852/2004 ATTIVITA' PRODUTTIVE D.L.VO Nø 193/2007;ALL. 2 REG. CEE Nø 852/2004;REQUISITI IN MATERIA D'IGIENE;ATTIVITA' PRODUTTIVE D.L.VO Nø 193/2007;3
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Piazza Della Repubblica;27;(Altri);ART. 13 D. L.VO 517/92 ATTIVITA' PRODUTTIVE?PESI E MISURE;D. L.VO 517/92;VERIFICAZIONE PERIODICA;ATTIVITA' PRODUTTIVE?PESI E MISURE;1
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Piazza Della Repubblica;27;(Altri);ARTT. 2 ? 5 E D.M. 21/12/1984 STRUMENTI DI PESATURA LEGGE 05/08/1981 Nø 441;STRUMENTI DI PESATURA;VENDITA MERCI;ATTIVITA' PRODUTTIVE?L.441/81;1
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Piazza Della Repubblica;27;(Altri);ORD.1464/ 07 del 02/04/2007 MERCATO ITTICO P.ZZA REPUBBLICA ATTIVITA' PRODUTTIVE;MERCATO ITTICO P.ZZA REPUBBLICA;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE;2
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Piazza Della Repubblica;27;(Altri);ORD.1464/ 07 del 02/04/2007 MERCATO ITTICO PIAZZA REPUBBLICA ATTIVITA' PRODUTTIVE;MERCATO ITTICO PIAZZA REPUBBLICA;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE;2
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Piazza Della Repubblica;31;(Altri);ORD.1464/ 07 del 02/04/2007 MERCATO ITTICO P.ZZA REPUBBLICA ATTIVITA' PRODUTTIVE;MERCATO ITTICO P.ZZA REPUBBLICA;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE;1
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Piazza Della Repubblica;31;(Altri);ORD.1464/ 07 del 02/04/2007 MERCATO ITTICO PIAZZA REPUBBLICA ATTIVITA' PRODUTTIVE;MERCATO ITTICO PIAZZA REPUBBLICA;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE;1
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Piazzale Barcellona;0;(Altri);ARTT. 33?49 MODALITA' DI ACCESSO REGOLAMENTO AREE MERCATALI;MODALITA' DI ACCESSO;MODALITA' ORGANIZZATIVE;REG. DISC. DEL COMMERCIO SU AREA PUBBLICA;1
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Via Bobbio;21;(Altri);ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO;2
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Via E. Artom;0;(Altri);ARTT. 38?49 DIVIETI REGOLAMENTO AREE MERCATALI;DIVIETI;MODALITA' ORGANIZZATIVE;REG. DISC. DEL COMMERCIO SU AREA PUBBLICA;1
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Via Givoletto;0;(Altri);ART. 7 C. 1 RIPRISTINO NON CONFORME REGOLAMENTO MANOMISSIONE SUOLO PUBBLICO;RIPRISTINO NON CONFORME;LAVORI REGOLARMENTE AUTORIZZATI;REGOLAMENTO MANOMISSIONE SUOLO PUBBLICO;1
2017;10;03;POLIZIA MUNICIPALE;Amministrativa;Via Monte Rosa;139;(Altri);ARTT. 6 C. 1?11 C. 2 LEGGE REGIONALE 9/2016 T.U.L.P.S.;LEGGE REGIONALE 9/2016;VIDEOGIOCHI;T.U.L.P.S.;3
